"","studentid","term","year","midterm"
"11318",255745,"Winter",2020,75.13
"11319",251517,"Spring",2018,87.55
"11320",229151,"Summer",2015,81.85
"11321",220961,"Fall",2017,96.32
"11322",265629,"Winter",2017,65.52
"11323",245390,"Spring",2018,74.1
"11324",227331,"Summer",2017,73.67
"11325",294088,"Fall",2022,88.73
"11326",243768,"Winter",2019,70.63
"11327",249822,"Spring",2020,83.75
"11328",296173,"Summer",2022,91.57
"11329",240161,"Fall",2017,64.85
"11330",231332,"Winter",2015,92.03
"11331",232596,"Spring",2018,81.2
"11332",271853,"Summer",2017,91.41
"11333",271008,"Fall",2013,89.03
"11334",269210,"Winter",2019,78.37
"11335",288604,"Spring",2016,93.75
"11336",210226,"Summer",2014,72.25
"11337",290196,"Fall",2013,82
"11338",291141,"Winter",2012,64.68
"11339",269002,"Spring",2021,65.89
"11340",263272,"Summer",2017,80.07
"11341",264967,"Fall",2013,92.27
"11342",257645,"Winter",2017,89.61
"11343",270064,"Spring",2015,81.1
"11344",243931,"Summer",2018,79.4
"11345",253037,"Fall",2018,89.14
"11346",212472,"Winter",2017,69.69
"11347",202554,"Spring",2016,75.79
"11348",259465,"Summer",2015,66.41
"11349",257669,"Fall",2013,83.49
"11350",288569,"Winter",2022,77.99
"11351",242999,"Spring",2014,80.56
"11352",283307,"Summer",2021,95.44
"11353",260871,"Fall",2018,61.14
"11354",267652,"Winter",2019,79.41
"11355",255606,"Spring",2015,77.35
"11356",274517,"Summer",2017,71.13
"11357",243760,"Fall",2020,86.17
"11358",207227,"Winter",2015,62.47
"11359",277317,"Spring",2018,80.59
"11360",252649,"Summer",2019,69.05
"11361",290802,"Fall",2013,114.66
"11362",221781,"Winter",2020,83.56
"11363",286905,"Spring",2019,83.27
"11364",253905,"Summer",2019,72.24
"11365",215741,"Fall",2015,98.49
"11366",298440,"Winter",2018,71.15
"11367",262214,"Spring",2022,72.85
"11368",246058,"Summer",2014,83.32
"11369",211892,"Fall",2017,81.58
"11370",267498,"Winter",2019,72.53
"11371",220739,"Spring",2012,74.95
"11372",260784,"Summer",2014,67.61
"11373",294932,"Fall",2018,89.62
"11374",259386,"Winter",2022,83.7
"11375",274153,"Spring",2017,60.32
"11376",214362,"Summer",2022,82.49
"11377",262248,"Fall",2014,85.26
"11378",202056,"Winter",2020,59.35
"11379",202560,"Spring",2019,67.78
"11380",211229,"Summer",2013,86.67
"11381",266095,"Fall",2022,93.39
"11382",277364,"Winter",2013,89.72
"11383",285970,"Spring",2018,70.05
"11384",228102,"Summer",2020,80.91
"11385",256411,"Fall",2020,80.29
"11386",200962,"Winter",2017,76.12
"11387",205881,"Spring",2016,70.34
"11388",211115,"Summer",2022,77.24
"11389",224978,"Fall",2018,87.6
"11390",238958,"Winter",2017,66.03
"11391",288041,"Spring",2021,72.38
"11392",207214,"Summer",2015,87.88
"11393",247644,"Fall",2018,93.55
"11394",276660,"Winter",2022,79.63
"11395",293035,"Spring",2019,83.82
"11396",218405,"Summer",2020,65.59
"11397",270855,"Fall",2021,88.5
"11398",224215,"Winter",2013,69.83
"11399",286551,"Spring",2021,54.44
"11400",247977,"Summer",2014,97.05
"11401",255834,"Fall",2020,74.68
"11402",248717,"Winter",2019,82.35
"11403",229856,"Spring",2018,83.18
"11404",225982,"Summer",2017,84.66
"11405",212624,"Fall",2019,75.39
"11406",238044,"Winter",2014,58.17
"11407",260562,"Spring",2017,84.02
"11408",203799,"Summer",2022,80.24
"11409",244898,"Fall",2016,103.97
"11410",212484,"Winter",2017,64.52
"11411",233146,"Spring",2018,81.87
"11412",273783,"Summer",2021,79.04
"11413",292861,"Fall",2013,60.72
"11414",265828,"Winter",2015,83.07
"11415",210218,"Spring",2020,76.27
"11416",214847,"Summer",2014,89.17
"11417",276272,"Fall",2014,82.89
"11418",211732,"Winter",2018,76.11
"11419",246242,"Spring",2015,67.41
"11420",245146,"Summer",2014,62.68
"11421",288786,"Fall",2022,86.61
"11422",206292,"Winter",2014,76.08
"11423",297216,"Spring",2021,67.86
"11424",234357,"Summer",2012,87.79
"11425",261055,"Fall",2021,75.24
"11426",225888,"Winter",2017,95
"11427",273277,"Spring",2018,76.59
"11428",237275,"Summer",2017,82.08
"11429",266960,"Fall",2012,93.61
"11430",277196,"Winter",2014,73.64
"11431",234516,"Spring",2018,73.25
"11432",266664,"Summer",2020,88.12
"11433",241658,"Fall",2017,78.8
"11434",234935,"Winter",2014,74.43
"11435",215485,"Spring",2018,81.13
"11436",259423,"Summer",2015,91.19
"11437",222815,"Fall",2019,91.94
"11438",213632,"Winter",2013,70.52
"11439",281144,"Spring",2021,74.54
"11440",294127,"Summer",2021,55.34
"11441",209600,"Fall",2013,85.49
"11442",259276,"Winter",2013,60.24
"11443",266834,"Spring",2018,98.11
"11444",275859,"Summer",2016,67.96
"11445",289424,"Fall",2021,68.42
"11446",222323,"Winter",2016,76.11
"11447",226842,"Spring",2015,64.22
"11448",227727,"Summer",2017,91.9
"11449",278143,"Fall",2019,85.62
"11450",258617,"Winter",2017,60.1
"11451",252161,"Spring",2015,73.33
"11452",279818,"Summer",2019,85.72
"11453",244834,"Fall",2015,64.45
"11454",258480,"Winter",2020,68.37
"11455",200558,"Spring",2022,65.29
"11456",203222,"Summer",2019,71.86
"11457",232502,"Fall",2014,72.84
"11458",227861,"Winter",2019,73.79
"11459",256128,"Spring",2018,64.77
"11460",260402,"Summer",2020,78.18
"11461",298592,"Fall",2018,72.9
"11462",275739,"Winter",2014,60.31
"11463",262083,"Spring",2019,52.22
"11464",264733,"Summer",2017,82.24
"11465",256450,"Fall",2019,71.17
"11466",222490,"Winter",2018,67.67
"11467",229505,"Spring",2019,91.8
"11468",288758,"Summer",2018,99.24
"11469",233260,"Fall",2015,91.18
"11470",244504,"Winter",2014,80.02
"11471",200229,"Spring",2022,83.61
"11472",275247,"Summer",2018,91.66
"11473",286948,"Fall",2016,66.59
"11474",250621,"Winter",2020,85.02
"11475",269630,"Spring",2017,82.59
"11476",221064,"Summer",2015,81.5
"11477",234783,"Fall",2020,98.84
"11478",215177,"Winter",2013,74.71
"11479",210905,"Spring",2015,80.92
"11480",230050,"Summer",2018,76.12
"11481",226166,"Fall",2015,89.71
"11482",251208,"Winter",2015,69.73
"11483",293029,"Spring",2020,77.03
"11484",299580,"Summer",2013,95.01
"11485",212572,"Fall",2015,88.67
"11486",268640,"Winter",2017,87.26
"11487",231223,"Spring",2018,64.01
"11488",274384,"Summer",2017,78.12
"11489",256501,"Fall",2013,80.63
"11490",294309,"Winter",2020,88.03
"11491",239354,"Spring",2019,81.99
"11492",212810,"Summer",2020,84.99
"11493",231281,"Fall",2020,102.33
"11494",269527,"Winter",2016,81.18
"11495",206937,"Spring",2021,85.79
"11496",200405,"Summer",2012,82.4
"11497",215553,"Fall",2013,87.52
"11498",281598,"Winter",2019,64.32
"11499",264909,"Spring",2021,64.42
"11500",245143,"Summer",2017,98.06
"11501",236028,"Fall",2021,76.26
"11502",241985,"Winter",2016,71.83
"11503",256595,"Spring",2016,55.97
"11504",262359,"Summer",2017,63.68
"11505",236884,"Fall",2012,95.4
"11506",225601,"Winter",2014,81.52
"11507",212593,"Spring",2019,66.73
"11508",299252,"Summer",2015,86.58
"11509",290772,"Fall",2015,83.01
"11510",235461,"Winter",2014,70.01
"11511",243922,"Spring",2016,68.39
"11512",255533,"Summer",2014,82.64
"11513",280686,"Fall",2014,91.92
"11514",297487,"Winter",2019,93.68
"11515",222743,"Spring",2022,87.91
"11516",221350,"Summer",2018,72.89
"11517",235760,"Fall",2012,95.14
"11518",298908,"Winter",2020,66.63
"11519",206027,"Spring",2016,86.11
"11520",210421,"Summer",2015,75.3
"11521",271902,"Fall",2014,78.87
"11522",290863,"Winter",2019,60.7
"11523",200832,"Spring",2014,65.08
"11524",229655,"Summer",2021,88.23
"11525",279030,"Fall",2018,78.2
"11526",255454,"Winter",2019,61.19
"11527",296548,"Spring",2016,80.15
"11528",221481,"Summer",2018,71.46
"11529",236622,"Fall",2016,90.16
"11530",235417,"Winter",2012,76.53
"11531",242148,"Spring",2014,76.22
"11532",229412,"Summer",2014,84.19
"11533",280106,"Fall",2015,84.91
"11534",249337,"Winter",2012,61.73
"11535",279350,"Spring",2016,73.62
"11536",277148,"Summer",2015,60.05
"11537",210030,"Fall",2020,84.16
"11538",268764,"Winter",2021,79.33
"11539",288427,"Spring",2018,82.12
"11540",262876,"Summer",2015,78.58
"11541",263707,"Fall",2014,66.6
"11542",205101,"Winter",2018,65.23
"11543",259039,"Spring",2018,75.64
"11544",266254,"Summer",2018,68.17
"11545",206816,"Fall",2020,67.92
"11546",241532,"Winter",2015,78.27
"11547",298489,"Spring",2018,85.74
"11548",234734,"Summer",2017,77.71
"11549",248757,"Fall",2014,85.51
"11550",234937,"Winter",2016,76.74
"11551",229763,"Spring",2021,72.77
"11552",265724,"Summer",2017,74.02
"11553",295790,"Fall",2015,86.69
"11554",209721,"Winter",2019,85.89
"11555",216354,"Spring",2017,70.45
"11556",213606,"Summer",2021,87.83
"11557",239165,"Fall",2014,94
"11558",250597,"Winter",2015,73.19
"11559",276954,"Spring",2022,62.58
"11560",293603,"Summer",2020,66.47
"11561",261156,"Fall",2017,66.73
"11562",226748,"Winter",2017,53.82
"11563",207615,"Spring",2014,80.33
"11564",211727,"Summer",2019,80.81
"11565",220500,"Fall",2014,98.66
"11566",291105,"Winter",2012,76.67
"11567",255760,"Spring",2017,52.35
"11568",287413,"Summer",2017,86.36
"11569",297146,"Fall",2014,80.75
"11570",272474,"Winter",2016,73.81
"11571",299733,"Spring",2019,76.06
"11572",260044,"Summer",2017,85.52
"11573",293085,"Fall",2017,67.06
"11574",269323,"Winter",2012,74.02
"11575",280248,"Spring",2018,67.6
"11576",234287,"Summer",2020,86.16
"11577",224950,"Fall",2021,95.1
"11578",214991,"Winter",2017,68.67
"11579",253796,"Spring",2019,78.94
"11580",241303,"Summer",2018,68.75
"11581",247828,"Fall",2012,75.17
"11582",270477,"Winter",2020,59.53
"11583",286032,"Spring",2021,73.81
"11584",263050,"Summer",2018,80.88
"11585",296872,"Fall",2013,88.63
"11586",259768,"Winter",2016,79.2
"11587",248278,"Spring",2017,63.08
"11588",228169,"Summer",2016,75.69
"11589",233155,"Fall",2018,67.2
"11590",212345,"Winter",2016,71.77
"11591",210537,"Spring",2019,83.52
"11592",200916,"Summer",2012,70.89
"11593",233339,"Fall",2020,80.61
"11594",262701,"Winter",2016,48.47
"11595",251449,"Spring",2020,63.74
"11596",210858,"Summer",2020,90.42
"11597",291124,"Fall",2017,81.49
"11598",282195,"Winter",2020,74.76
"11599",269335,"Spring",2016,72.12
"11600",248531,"Summer",2020,87.43
"11601",294496,"Fall",2015,70.45
"11602",248785,"Winter",2021,79.4
"11603",212835,"Spring",2015,81.92
"11604",222949,"Summer",2020,63.29
"11605",276566,"Fall",2020,79.58
"11606",254185,"Winter",2013,67.19
"11607",231453,"Spring",2015,73.07
"11608",267004,"Summer",2012,81.73
"11609",213747,"Fall",2018,83.91
"11610",277643,"Winter",2014,67.4
"11611",239821,"Spring",2013,69.05
"11612",224525,"Summer",2018,83.45
"11613",231208,"Fall",2020,95.95
"11614",217208,"Winter",2014,91.41
"11615",250097,"Spring",2015,88.05
"11616",293828,"Summer",2015,59.34
"11617",298605,"Fall",2014,78.01
"11618",233364,"Winter",2016,75.44
"11619",290294,"Spring",2014,82.95
"11620",289819,"Summer",2017,75.46
"11621",291647,"Fall",2018,84.81
"11622",260155,"Winter",2013,77.5
"11623",232612,"Spring",2017,80.27
"11624",236922,"Summer",2019,83.39
"11625",291547,"Fall",2021,82.42
"11626",214439,"Winter",2015,56.22
"11627",228367,"Spring",2017,82.02
"11628",254788,"Summer",2020,98.58
"11629",244546,"Fall",2020,58.43
"11630",285617,"Winter",2013,61.03
"11631",258273,"Spring",2021,84.03
"11632",236469,"Summer",2020,89.71
"11633",224269,"Fall",2016,65.53
"11634",292969,"Winter",2017,83.56
"11635",251448,"Spring",2021,77.17
"11636",245220,"Summer",2018,74
"11637",257559,"Fall",2013,68.48
"11638",261751,"Winter",2021,71.56
"11639",213386,"Spring",2012,81.96
"11640",219843,"Summer",2018,63.54
"11641",242604,"Fall",2014,90.54
"11642",256573,"Winter",2015,87.13
"11643",276903,"Spring",2013,73.89
"11644",213973,"Summer",2022,72.86
"11645",219724,"Fall",2016,70.42
"11646",218568,"Winter",2021,66.54
"11647",239010,"Spring",2019,66.67
"11648",276873,"Summer",2022,87
"11649",268950,"Fall",2015,66.28
"11650",251572,"Winter",2015,67.32
"11651",219101,"Spring",2020,65.33
"11652",280034,"Summer",2016,85.63
"11653",292157,"Fall",2019,90.48
"11654",220200,"Winter",2018,57.02
"11655",244153,"Spring",2019,79.26
"11656",231094,"Summer",2021,88.48
"11657",262632,"Fall",2012,87.45
"11658",230901,"Winter",2015,92.23
"11659",256264,"Spring",2017,59.67
"11660",220933,"Summer",2021,101.91
"11661",255652,"Fall",2014,105.06
"11662",284128,"Winter",2015,90.28
"11663",281080,"Spring",2016,75.83
"11664",205347,"Summer",2014,99.92
"11665",220719,"Fall",2014,84.9
"11666",256822,"Winter",2018,54.94
"11667",299040,"Spring",2019,65.61
"11668",241174,"Summer",2021,73.15
"11669",230546,"Fall",2017,64.26
"11670",250739,"Winter",2020,75.08
"11671",236742,"Spring",2020,70.81
"11672",209665,"Summer",2017,89.74
"11673",281901,"Fall",2019,81.89
"11674",284653,"Winter",2022,91.29
"11675",215909,"Spring",2020,75.45
"11676",208619,"Summer",2021,79.86
"11677",285347,"Fall",2019,69.77
"11678",204106,"Winter",2017,77.87
"11679",280111,"Spring",2021,81.07
"11680",265146,"Summer",2020,71.64
"11681",231481,"Fall",2017,83.76
"11682",202766,"Winter",2021,66.65
"11683",248879,"Spring",2021,91.83
"11684",263573,"Summer",2015,83.94
"11685",272331,"Fall",2014,100.74
"11686",231881,"Winter",2013,66.71
"11687",241790,"Spring",2020,79.71
"11688",203293,"Summer",2014,77.17
"11689",217392,"Fall",2017,86.45
"11690",223608,"Winter",2021,76.82
"11691",219651,"Spring",2021,95.28
"11692",284058,"Summer",2017,72.24
"11693",254971,"Fall",2012,71.87
"11694",213220,"Winter",2018,54.24
"11695",202058,"Spring",2012,83.4
"11696",249931,"Summer",2020,58.89
"11697",275908,"Fall",2019,83.6
"11698",230903,"Winter",2018,77.03
"11699",206897,"Spring",2015,97.95
"11700",268182,"Summer",2020,91.82
"11701",209692,"Fall",2015,72.05
"11702",299263,"Winter",2016,98.01
"11703",222540,"Spring",2016,74.33
"11704",232990,"Summer",2013,79.22
"11705",209487,"Fall",2019,72.75
"11706",226773,"Winter",2018,61.86
"11707",267948,"Spring",2019,64.42
"11708",298586,"Summer",2013,64.97
"11709",276281,"Fall",2021,83.92
"11710",274776,"Winter",2021,74.53
"11711",246544,"Spring",2015,89.34
"11712",274312,"Summer",2012,60.32
"11713",276675,"Fall",2016,81.08
"11714",242001,"Winter",2018,81.33
"11715",255069,"Spring",2021,53.47
"11716",263799,"Summer",2018,80.41
"11717",202779,"Fall",2017,84.79
"11718",266318,"Winter",2013,74.09
"11719",280910,"Spring",2013,71.09
"11720",205645,"Summer",2021,82.59
"11721",236227,"Fall",2021,79.82
"11722",214697,"Winter",2012,73.59
"11723",246912,"Spring",2020,97.52
"11724",287410,"Summer",2022,94.75
"11725",253240,"Fall",2018,91.8
"11726",258259,"Winter",2016,77.94
"11727",248037,"Spring",2022,75.83
"11728",234285,"Summer",2017,80.27
"11729",230339,"Fall",2013,78.49
"11730",264488,"Winter",2019,63.04
"11731",216366,"Spring",2014,84.14
"11732",211073,"Summer",2018,76.66
"11733",209496,"Fall",2012,102.32
"11734",207157,"Winter",2019,80.18
"11735",217443,"Spring",2015,71.95
"11736",246833,"Summer",2014,78.33
"11737",256427,"Fall",2018,90.98
"11738",271817,"Winter",2019,81.05
"11739",288028,"Spring",2013,81.06
"11740",280310,"Summer",2017,89.71
"11741",291558,"Fall",2020,102.87
"11742",261654,"Winter",2020,76.44
"11743",248643,"Spring",2021,71.89
"11744",216216,"Summer",2016,85.91
"11745",250616,"Fall",2020,71.83
"11746",229466,"Winter",2020,70.37
"11747",242474,"Spring",2017,77.07
"11748",239140,"Summer",2015,91.96
"11749",268061,"Fall",2017,87.83
"11750",275569,"Winter",2015,80.21
"11751",296023,"Spring",2017,72.01
"11752",252079,"Summer",2012,80.05
"11753",248995,"Fall",2019,99.21
"11754",243918,"Winter",2013,71.45
"11755",213249,"Spring",2020,75.79
"11756",224649,"Summer",2014,80.92
"11757",228372,"Fall",2013,78.88
"11758",258816,"Winter",2014,87.59
"11759",205021,"Spring",2021,80.35
"11760",248804,"Summer",2017,75.35
"11761",228641,"Fall",2015,77.99
"11762",286763,"Winter",2021,66.11
"11763",209785,"Spring",2019,83.9
"11764",257141,"Summer",2020,98.27
"11765",210893,"Fall",2014,75.5
"11766",274829,"Winter",2015,53.9
"11767",247637,"Spring",2018,82.39
"11768",290977,"Summer",2018,91.18
"11769",288797,"Fall",2020,96.86
"11770",263920,"Winter",2014,78.8
"11771",276430,"Spring",2018,90.45
"11772",263922,"Summer",2020,72.8
"11773",275414,"Fall",2012,97.19
"11774",228908,"Winter",2021,61.2
"11775",269209,"Spring",2014,75.27
"11776",277889,"Summer",2016,82.34
"11777",258535,"Fall",2016,86.4
"11778",223256,"Winter",2019,72.6
"11779",248554,"Spring",2018,82.86
"11780",299684,"Summer",2018,70.61
"11781",255653,"Fall",2014,83.35
"11782",266226,"Winter",2017,75.05
"11783",295136,"Spring",2015,64.81
"11784",207446,"Summer",2016,91
"11785",218216,"Fall",2015,77.75
"11786",295104,"Winter",2016,67.66
"11787",259082,"Spring",2019,58.4
"11788",246724,"Summer",2016,86.55
"11789",279606,"Fall",2017,79.66
"11790",251387,"Winter",2017,77.82
"11791",209769,"Spring",2016,69.39
"11792",202954,"Summer",2018,71.71
"11793",234354,"Fall",2015,74.81
"11794",211393,"Winter",2021,77.83
"11795",203274,"Spring",2018,84.75
"11796",277369,"Summer",2019,81.1
"11797",294731,"Fall",2015,92.6
"11798",258644,"Winter",2020,83.77
"11799",255603,"Spring",2018,78.2
"11800",261558,"Summer",2012,72.78
"11801",294458,"Fall",2014,104.58
"11802",234763,"Winter",2013,65.61
"11803",278725,"Spring",2016,77.88
"11804",241909,"Summer",2020,78.41
"11805",204424,"Fall",2016,86.8
"11806",228676,"Winter",2017,56.6
"11807",280823,"Spring",2020,67.06
"11808",224422,"Summer",2022,64.3
"11809",231636,"Fall",2021,74.86
"11810",258111,"Winter",2014,65.2
"11811",238384,"Spring",2016,59.72
"11812",255723,"Summer",2014,99.07
"11813",238798,"Fall",2018,95.65
"11814",287588,"Winter",2018,82.18
"11815",209496,"Spring",2018,73.16
"11816",272715,"Summer",2013,94.08
"11817",239623,"Fall",2017,95.99
"11818",284040,"Winter",2018,87.98
"11819",257504,"Spring",2016,90.16
"11820",250677,"Summer",2013,82.46
"11821",239616,"Fall",2013,68.35
"11822",267680,"Winter",2018,90.1
"11823",209376,"Spring",2013,67.75
"11824",282774,"Summer",2015,89.31
"11825",297231,"Fall",2013,81.19
"11826",208504,"Winter",2021,64.15
"11827",262604,"Spring",2012,81.85
"11828",256637,"Summer",2020,87.27
"11829",240413,"Fall",2012,71.11
"11830",289348,"Winter",2018,78.96
"11831",235373,"Spring",2019,58.68
"11832",227964,"Summer",2016,98.9
"11833",286399,"Fall",2013,91.03
"11834",266597,"Winter",2015,80.21
"11835",277809,"Spring",2020,75.9
"11836",231748,"Summer",2018,84.84
"11837",203135,"Fall",2015,75.36
"11838",299389,"Winter",2016,73.61
"11839",282927,"Spring",2016,86.09
"11840",268856,"Summer",2012,71.2
"11841",268348,"Fall",2016,81.85
"11842",229654,"Winter",2017,87.49
"11843",261486,"Spring",2016,67.34
"11844",211359,"Summer",2018,84.54
"11845",264542,"Fall",2019,61.35
"11846",287829,"Winter",2019,55.98
"11847",205877,"Spring",2018,64.4
"11848",288741,"Summer",2019,67.7
"11849",256137,"Fall",2014,77.44
"11850",223516,"Winter",2020,82.09
"11851",208332,"Spring",2020,92.53
"11852",288173,"Summer",2017,79.98
"11853",236149,"Fall",2014,89.43
"11854",205910,"Winter",2021,68.16
"11855",240413,"Spring",2019,87.48
"11856",267336,"Summer",2019,93.83
"11857",295709,"Fall",2020,111.73
"11858",211250,"Winter",2019,62.54
"11859",262506,"Spring",2018,93.39
"11860",203777,"Summer",2012,76.97
"11861",253726,"Fall",2020,101.27
"11862",223644,"Winter",2015,78.23
"11863",261373,"Spring",2013,87.05
"11864",240622,"Summer",2022,79.03
"11865",243786,"Fall",2014,83.85
"11866",230253,"Winter",2020,74.23
"11867",260395,"Spring",2018,76.56
"11868",224288,"Summer",2018,85.63
"11869",209946,"Fall",2018,80.77
"11870",279808,"Winter",2013,75.37
"11871",211990,"Spring",2015,78.17
"11872",236573,"Summer",2016,81.84
"11873",295333,"Fall",2012,63.43
"11874",267160,"Winter",2016,85.67
"11875",255017,"Spring",2014,68.8
"11876",255799,"Summer",2013,73
"11877",276431,"Fall",2017,63.82
"11878",261603,"Winter",2018,82.45
"11879",224419,"Spring",2021,75.16
"11880",248210,"Summer",2017,75.44
"11881",267180,"Fall",2018,87.98
"11882",254044,"Winter",2018,56.64
"11883",222441,"Spring",2020,79.47
"11884",273810,"Summer",2021,91.31
"11885",268685,"Fall",2016,73.48
"11886",250791,"Winter",2012,94.93
"11887",222670,"Spring",2021,58.3
"11888",209239,"Summer",2019,76.8
"11889",214722,"Fall",2015,101.96
